4.5000	9.1400	
4.5050	9.1450	
4.5100	9.1500	
4.5150	9.1550	
4.5200	9.1600	
4.5250	9.1650	
4.5300	9.1700	
4.5350	9.1750	
4.5400	9.1800	
4.5450	9.1850	
4.5500	9.1900	
4.5550	9.1950	
4.5600	9.2000	
4.5650	9.2050	
4.5700	9.2100	
4.5750	9.2150	
4.5800	9.2200	
4.5850	9.2250	
4.5900	9.2300	
4.5950	9.2350	
4.6000	9.2400	
4.6050	9.2450	
4.6100	9.2500	
4.6150	9.2550	
4.6200	9.2600	
4.6250	9.2650	
4.6300	9.2700	
4.6350	9.2750	
4.6400	9.2800	
4.6450	9.2850	
4.6500	9.2900	
4.6550	9.2950	
4.6600	9.3000	
4.6650	9.3050	
4.6700	9.3100	
4.6750	9.3150	
4.6800	9.3200	
4.6850	9.3250	
4.6900	9.3300	
4.6950	9.3350	
4.7000	9.3400	
4.7050	9.3450	
4.7100	9.3500	
4.7150	9.3550	
4.7200	9.3600	
4.7250	9.3650	
4.7300	9.3700	
4.7350	9.3750	
4.7400	9.3800	
4.7450	9.3850	
4.7500	9.3900	
4.7550	9.3950	
4.7600	9.4000	
4.7650	9.4050	
4.7700	9.4100	
4.7750	9.4150	
4.7800	9.4200	
4.7850	9.4250	
4.7900	9.4300	
4.7950	9.4350	
4.8000	9.4400	
4.8050	9.4450	
4.8100	9.4500	
4.8150	9.4550	
4.8200	9.4600	
4.8250	9.4650	
4.8300	9.4700	
4.8350	9.4750	
4.8400	9.4800	
4.8450	9.4850	
4.8500	9.4900	
4.8550	9.4950	
4.8600	9.5000	
4.8650	9.5050	
4.8700	9.5100	
4.8750	9.5150	
4.8800	9.5200	
4.8850	9.5250	
4.8900	9.5300	
4.8950	9.5350	
4.9000	9.5400	
4.9050	9.5450	
4.9100	9.5500	
4.9150	9.5550	
4.9200	9.5600	
4.9250	9.5650	
4.9300	9.5700	
4.9350	9.5750	
4.9400	9.5800	
4.9450	9.5850	
4.9500	9.5900	
4.9550	9.5950	
4.9600	9.6000	
4.9650	9.6050	
4.9700	9.6100	
4.9750	9.6150	
4.9800	9.6200	
4.9850	9.6250	
4.9900	9.6300	
4.9950	9.6350	
5.0000	9.6400	
5.0050	9.6450	
5.0100	9.6500	
5.0150	9.6550	
5.0200	9.6600	
5.0250	9.6650	
5.0300	9.6700	
5.0350	9.6750	
5.0400	9.6800	
5.0450	9.6850	
5.0500	9.6900	
5.0550	9.6950	
5.0600	9.7000	
5.0650	9.7050	
5.0700	9.7100	
5.0750	9.7150	
5.0800	9.7200	
5.0850	9.7250	
5.0900	9.7300	
5.0950	9.7350	
5.1000	9.7400	
5.1050	9.7450	
5.1100	9.7500	
5.1150	9.7550	
5.1200	9.7600	
5.1250	9.7650	
5.1300	9.7700	
5.1350	9.7750	
5.1400	9.7800	
5.1450	9.7850	
5.1500	9.7900	
5.1550	9.7950	
5.1600	9.8000	
5.1650	9.8050	
5.1700	9.8100	
5.1750	9.8150	
5.1800	9.8200	
5.1850	9.8250	
5.1900	9.8300	
5.1950	9.8350	
5.2000	9.8400	
5.2050	9.8450	
5.2100	9.8500	
5.2150	9.8550	
5.2200	9.8600	
5.2250	9.8650	
5.2300	9.8700	
5.2350	9.8750	
5.2400	9.8800	
5.2450	9.8850	
5.2500	9.8900	
5.2550	9.8950	
5.2600	9.9000	
5.2650	9.9050	
5.2700	9.9100	
5.2750	9.9150	
5.2800	9.9200	
5.2850	9.9250	
5.2900	9.9300	
5.2950	9.9350	
5.3000	9.9400	
5.3050	9.9450	
5.3100	9.9500	
5.3150	9.9550	
5.3200	9.9600	
5.3250	9.9650	
5.3300	9.9700	
5.3350	9.9750	
5.3400	9.9800	
5.3450	9.9850	
5.3500	9.9900	
5.3550	9.9950	
5.3600	10.0000	
5.3650	10.0050	
5.3700	10.0100	
5.3750	10.0150	
5.3800	10.0200	
5.3850	10.0250	
5.3900	10.0300	
5.3950	10.0350	
5.4000	10.0400	
5.4050	10.0450	
5.4100	10.0500	
5.4150	10.0550	
5.4200	10.0600	
5.4250	10.0650	
5.4300	10.0700	
5.4350	10.0750	
5.4400	10.0800	
5.4450	10.0850	
5.4500	10.0900	
5.4550	10.0950	
5.4600	10.1000	
5.4650	10.1050	
5.4700	10.1100	
5.4750	10.1150	
5.4800	10.1200	
5.4850	10.1250	
5.4900	10.1300	
5.4950	10.1350	
5.5000	10.1400	
